Title,main bahan,Ingredients,Steps,Loves,URL
Brokoli Cah Udang,Udang,"500 gr udang ukuran kecil--2 bonggol brokoli--1 buah jeruk nipis--1/2 siung bawang bombay, iris--3 siung bawang putih, cincang--2 sdm saos tiram--1 sdm kecap ikan--Secukupnya garam, gula & lada--1/2 sdm maizena, larutkan--200 ml air--","Cuci bersih udang buang kepalanya, beri perasan jeruk nipis diamkan selama 5 menit, bilas dan tiriskan.--Bersihkan brokoli, potong perkuntum, cuci bersih lalu rebus dg air yg diberi sedikit garam selama 2 menit, angkat lalu bilas dg air dingin dan tiriskan.--Tumis bawang putih dan bawang bombay sampai harum lalu masukkan udang, masak sampai udang berubah warna. Kemudian masukkan air masak sampai mendidih.--Masukkan saos tiram, kecap ikan, garam, gula dan lada, aduk rata koreksi rasa yaa.--Setelah itu masukkan brokoli rebus dan larutan maizena. Aduk sebentar lalu angkat dan siap disajikan.--",14,/id/resep/3888868-brokoli-cah-udang
Siomay udang kulit pangsit,Udang,200 gr udang haluskan dg blender (dari 1/4 kg udang)--1 sdm tepung terigu segitiga biru--2 sdm tepung aci--Secukupnya daun bawang potong halus--1 buah wortel parut--7 buah kulit pangsit--1 butir telur uk.kecil kocok lepas--Bumbu halus :--1 sdt garam--3 siung bawang putih--1/4 sdt lada bulat--,"Masukkan udang giling, daun bawang, bumbu, telur, wortel (sisakan sedikit untuk taburan) dan tepung+aci (tepung dan aci bisa ditambahkan kalo adonan trlalu encer). Aduk2 hingga tercampur.--Semprot kulit dgn air (sy pake botol semprot), fungsinya spy kulit pangsit tdk terlalu kering saat dikukus--Ambil kulit, masukkan adonan. (krn sy masih pemula jd sy bentuk sesuai selera, cara membentuk yg bagus bisa lihat di youtube)--Tambahkan sedikit parutan wortel diatasnya untuk mempercantik tampilan siomay--Kukus siomay kira2 20-30menit. (bisa juga direbus tapi tekstru kulitnya jd lembek)--Siomay siap saji, sy cocol dgn saus saja.--",50,/id/resep/3887555-siomay-udang-kulit-pangsit
Bakso udang & sayuran,Udang,1/2 kg udang--1/4 Tepung tapioka--secukupnya Bayam--1 buah Wortel--500 grm Keju parut--1 Telur--1 tangkai Daun sledri--Bumbu halus--Bawang merah & putih goreng--secukupnya Merica bubuk--secukupnya Kaldu ayam--secukupnya Garam--,Bersihkan kulit udang lalu cuci bersih dan sisihkan--Siapkan blenderan/coper... Blender udang+wortel+bayam+daun sledri +duo bawang&telur tambahkan penyedap rasa secukupnya+merica bubuk dan garam secukupnya gula pasir secukupnya blender hingga benar2 halus kalo dirasa berat bisa dikasih air dingin yah momshay..--Siapkan wadah yg cukup.. lalu tuang adonan dan tambahkan tepung kanji secukupnya lalu tambahkan parutan keju aduk2 hingga rata.. lalu cetak deh jdi bakso sayur.. tahu kan momshay bikin baksonya😂😂😂 dicetak ditakan lalu masukkan adonan y ke air panas.. kalo sudah terapung angkat dan ulangi hingga adonan habis--Selamat mencoba..--,12,/id/resep/3746758-bakso-udang-sayuran
Udang Saus Mentega ,Udang,250 gram udang peci--3 siung bawang putih--1 siung bawang merah--1 buah bawang bombai--1 buah tomat--2 helai daun bawang--1 sdm saus tiram--1 sdm saus tomat--1 sdt minyak wijen--1 sdt kecap manis--50 gram mentega (dibagi 2 utk menggoreng udang dan utk menumis)--Sejumput garam--Sejumput gula--Merica bubuk--,"Cuci bersih udang, buang kepala dan kulit, sisakan bagian ekor. Marinate dgn lada bubuk, sedikit garam dan jeruk nipis selama 15 menit.--Panaskan minyak, lelehkan separuh mentega, goreng udang hingga berubah warna, angkat, tiriskan.--Iris tipis bawang merah, geprek bawang putih lalu cincang halus. Iris bawang bombai, daun bawang, tomat.--Panaskan minyak secukupnya, tambahkan mentega. Tumis bawang merah, bawang putih sampai wangi. Setelah itu, masukkan bawang bombai. Aduk rata.--Masukkan saus tiram, saus tomat, minyak wijen, aduk rata. Masukkan udang, daun bawang, tomat. Tambahkan garam, gula, koreksi rasa. Matikan kompor. Siap disajikan.--",12,/id/resep/3886969-%F0%9F%8D%A4udang-saus-mentega%F0%9F%8D%A4
Tahu bakso ayam udang,Udang,150 gr ayam--150 gr udang--3 sdm tepung tapioka--1 butir telur--10 buah tahu putih--daun bawang--1 sdt bawang putih bubuk (bisa ganti bawang putih utuhan)--1 sdt garam--1/2 sdt gula--1/4 sdt merica bubuk--1/2 sdt kaldu bubuk (optional skip jg gpp)--,"Giling ayam,udang,daun bawang,bawang putih (saya lebih suka giling sendiri ayam dan udang nya,drpd beli yg sudah di giling)--Campurkan dengan telur, tepung tapioka,gula,garam,merica,kaldu,aduk hingga rata. untuk tes rasa bisa ambil sejimpit adonan lalu goreng sebentar di teflon, kalau kurang gurih bisa tambah garam--Potong jadi 2 tahu putihnya dan lobangi, saya pakai melon scoop untuk melubangi, lebih mudah dan aman--Masukan adonan tadi kedalam tahu sampai habis, kukus kurleb 25 - 30 menit--Adonan ini sisa, jadi saya buat bakso dan isian pangsit, kalau mau jadi tahu bakso semua bisa di tambah tahunya, untuk tahu sebenarnya bebas bisa pakai tahu kuning atau tahu kulit--Setelah matang, bisa di stok frozen, kalau mau makan tinggal goreng dengan telur atau tepung bumbu. bisa juga jadi teman kalau pas masak bakso.--",19,/id/resep/3886672-tahu-bakso-ayam-udang
Sambal Goreng Udang Lokio,Udang,"250 gram udang, kupas tuntas--100 gram lokio--3 butir bawang merah, iris--1 buah tomat merah, iris--secukupnya Garam--secukupnya Gula pasir--4 sdm minyak untuk menumis--Bumbu tumbuk kasar:--5 buah cabe merah keriting--3 buah cabe rawit merah--1/2 sdt terasi--","Panaskan minyak dalam wajan, tumis bawang merah, tomat dan bumbu tumbuk hingga harum--Masukkan udang, masak hingga berubah warna.. tambahkan lokio, masak hingga layu..--Tambahkan garam dan gula pasir, aduk rata.. lakukan tes rasa--",107,/id/resep/3886161-sambal-goreng-udang-lokio
Sambel goreng krecek udang,Udang,200 gram Krecek kulit (goreng)--500 gram udang (kupas goreng)--Bumbu halus :--5 siung bawang merah--4 siung bawang putih--1 ruas jahe--1/2 ruas kunyit--6 buah cabe merah keriting--1 buah kemiri--1 sendok teh ketumbar--secukupnya Terasi udang--Bumbu tumis :--1 ruas lengkuas (geprek)--6 buah cabe rawit merah (utuh)--2 lembar daun salam--2 lembar daun jeruk--1200 ml air--1/4 butir santan--3 sendok gula pasir--1/2 sisir gula merah--3 sendok garam--secukupnya Kaldu bubuk--,"Tumis bumbu halus beserta bumbu tumis hingga harum dan Tanak (usahakan bumbu benar2 matang agar tidak bau langu)--Masukkan air--Masukkan udang dan Krecek,masukan garam gula pasir dan gula merah,kaldu bubuk,tunggu sampai mendidih--Peras santan hingga 2x pemerasan,pertama guyur kelapa parut dengan air panas agar santan nya keluar semua (saran memakai santan dr kelapa daripada santan instan),masukkan santan dan aduk jangan sampai pecah--Didihkan santan hingga keluar minyaknya,cicipi koreksi rasa dan tes kematangan Krecek--Matikan api,hidangkan--Taburi dengan bawang goreng lebih enak--Selamat mencoba--",13,/id/resep/3885635-sambel-goreng-krecek-udang
Oseng Tempe Udang,Udang,"4 buah kacang panjang, potong2--1 papan tempe, sy yg kecil--Secukupnya udang, cuma punya sedikit--Bumbu halus:--2 buah cabe merah besar--2 buah cabe merah keriting--3 siung bawang putih--4 siung bawang merah--Secukupnya gula, garam--2 cm lengkuas, geprek--2 lembar daun salam--","Potong2 tempe sesuai selera lalu goreng.--Tumis bumbu halus hingga harum bersama dengan daun salam dan lengkuas.--Lalu masukan udang, aduk hingga berubah warna.--Masukan kacang panjang. Masak hingga layu.--Masukan tempe. Beri gula garam. Masak hingga bumbu merata.--Sajikan.--",58,/id/resep/3781480-oseng-tempe-udang
Udang Goreng Mentega Pedas,Udang,"1/2 kg udang--Air perasan jeruk nipis--3 sdm mentega--2 sdm saos sambal--1 sdm saos tomat--1 sdm saos tiram--2 sdm kecap manis--Sedikit lada bubuk--Bumbu iris :--1/2 siung bawang bombay yg besar (klo kecil 1 siung ya)--4 siung bawang putih--2 siung bawang merah--7 buah cabe rawit merah/sesuai selera--Gula pasir, garam--","Bersihkan udang, buang kepala dan kulit sisakan ekornya..cuci bersih beri air perasan jeruk nipis..diamkan 5 menit--Bilas kembali udang..Panaskan pan beri mentega, tumis bawang bombay, bawang putih,bawang merah,cabe sampai layu--Masukkan bahan saos,kecap manis beri sedikit air lalu masukkan udang, lada bubuk,gula pasir garam..aduk sampai semua bumbu tercampur rata--Tunggu bbrpa menit, test rasa jika sdh pas siap di sajikan 😊--",12,/id/resep/3883317-udang-goreng-mentega-pedas
Sambalado udang ,Udang,1 kg udang uk besar--3 buah kentang--1 iris jeruk nipis--1 sdt garam--1/2 sdt gula--Bumbu halus:--5 siung bawang merah--3 siung bawang putih--10 buah cabe merah (sesuai selera)--1/2 cm jahe--Pelengkap:--1 siung bawang merah iris--5 buah cabe ijo (potong jd 3)--1 batang sere (potong jd 2)--,"Bersihkan udang,cuci bersih, tiriskan,, lalu goreng sebentar kira2 5 menit..sisihkan,, potong dadu kentang, goreng sampai empuk,,sisihkan--Tumis bawang merah sampai agak layu, masukkan bumbu halus masak sampai 1/2matang, tambahkan sere+cabe ijo biarkan kurleb 10 menit--Masukkan udang+garam+gula+perasan jeruk nipis,aduk rata, lalu masukkan kentang masak sampai sambalnya ga bau cabe mentah lg,,koreksi rasa--",31,/id/resep/3882635-sambalado-udang-pr_olahanudang
Rempeyek udang/Gimbal udang ,Udang,"1/4 kg udang (jgn tll besar), buang /gunting ujung sungutnya--2 sdm tepung beras--1 sdt kaldu instan--Sjumput garam--1/4 sdt ketumbar bubuk (blh skip)--3 sdm air biasa--Minyak utk menggoreng--","Cuci bersih udang yg trlah dibuang digunting sungutnya, sy suka msh ada kulit kepalanya--Campurtepung beras + kaldu instan+ garam + air.--Adonan agak encer agar renyah.--Siapkan wajan biasa (jgn yg teflon) agar rempeyek bs dibentuk.--Tuang minyak goreng agak bnyak, disarankan minyak goreng bersih agar bagus hasilnya--Biarkan minyak goreng panas, dan ambil adonan udang dg sendok sayur kecil.--Tuang di pinggir wajan, agar tipis dan siram2 minyak panas.--Goreng sampai kecoklatan. Lalu angkat tiriskan.--Siap di hidangkan--",12,/id/resep/1547231-rempeyek-udanggimbal-udang-praktis
Udang Saos Padang Pedas,Udang,200 gr udang--1 sdt asam kandis--6 buah cabe rawit--4 buah cabe merah--1/2 paprika hijau--1/2 b. Bombai--5 butir bawang merah--3 butir bawang putih--3 sdm saos--1 sdm garam--secukupnya Penyedap rasa--5 sdm air--2 sdm margarin (bisa di keep)--3 sdm minyak--,"Iris semua bawang dan cabai.--Panaskan minyak dan tambahkan margarin. Tumis semua bumbu hingga harum, beri garam dan penyedap.--Masukan udang ke tumisan,biarkan sebentar. Masukan saos, lalu sedikit air.--Test rasa. Diamkan berapa menit agar mengental. Angkat--Siap di santap dgn nasi hangat. Siap"" nambah ya pemirsa 😆--",12,/id/resep/3881609-udang-saos-padang-pedas
Udang Rambutan ,Udang,1/4 kg ayam (bagian dada yaaa)--1/4 kg udang--4 butir bawang putih--1 sdt merica bubuk--garam dan penyedap rasa--Daun bawang (sesuai selera)--2 sdm tepung terigu--1 bks kulit pangsit--,"Dada ayam dipotong kecil-kecil (agar mudah di belender), udang dikupas kulitnya. Ambil kepala dan ekornya (agar tidak kasar saat di belender)--Belender bawang putih, ayam,dan udang hingga halus. (Tanpa air yaaa ibuu hehe)--Bahan yg sudah halus tadi, ditambah tepung terigu dan potongan daun bawang (sesuai selera yaa). Tambahkan garam dan penyedap rasa. Jangan lupa tes rasa ya ibuu. Uleni bahan hingga merata.--Potong kulit pangsit tipis tipis seperti mi gepeng bentuknya. Jgn terlalu lebar ya.--Bentuk adonan menjadi bulat seperti bakso. Kemudian masukan kedalam kulit pangsit. Guling gulingkan hingga semua bagian tertutupi oleh kulit pangsit.--Goreng bulatan bulatan tadi dengan minyak panas (api kecil yaaa) goreng hingga kuning keemasan. Angkat lalu tiriskan. Udang Rambutan Syuperr Gampang bisa dinikmati 💕💕💕--",8,/id/resep/3880634-udang-rambutan-syuperrr-gampang
Tauco udang Pete baby corn,Udang,"250 gram udang (kupas kulit sisa ekor)--2 papan pete--100 gram baby jagung--Bumbu :--Bawang putih--Bawang merah--1 sdm Saos tiram--1 sdm cabe merah giling (aku suka pedas jd tmbh cabe lg)--1 sdm tauco--10 bj cabe merah (rajang)--15 bj cabe rawit--1 bh tomat--secukupnya Gula,garam (kalo kurang asin)--secukupnya Air--Minyak utk menumis--","Tumis BW.putih + Bawang merah sampai harum, masukkan cabe merah rajang dan cabe rawit, tomat tumis sampe tomat layu--Masukkan udang yg sudah dicuci bersih kemudian tiriskan, tumis sampai udang berubah warna baru masukkan saos tiram, tauco, kecap manis,gula, garam--Tambahkan sedikit air lalu masukan baby jagung nya, masak sampe air meresap dan baby jagung nya lunak (kalo aku LBH suka baby Corn nya stngh matang LBH enak wkt digigit😁 kalo mau agak berkuah bole tambah air agak banyak)--Terakhir masukkan Pete, biar kan mendidih sebentar, sebelum angkat koreksi rasa ya--Selamat mencoba 😘--",33,/id/resep/3876137-tauco-udang-pete-baby-corn
Udang saos mentega ,Udang,"150 gr udang bersihkan buang kepala--Campur jd 1 :--2 sdt saos tiram--1 sdt kecap inggris(sy skip krna ga ada)--2 sdt kecap manis--2 sdm saos tomat--3 sdm air--secukupnya Gula,garam, merica--Margarine utk menumis--iris Daun bawang--Bumbu tumis :--2 siung bawang putih cincang--1 bawang bombay uk kecil iris--","Goreng udang smpe berubah warna,sisihkan--Tumis bawang dgn margarine smpe harum--Masukkan udang,aduk rata,nasukkan campuran saos,aduk rata,tes rasa,beri daun bawang, angkat--",64,/id/resep/3875552-udang-saos-mentega-enakkk
Tumis Kangkung Terasi Udang  ,Udang,2 ikat kangkung--Segenggam udang--2 siung bawang merah (iris)--1 siung bawang putih (iris)--2 buah cabe rawit--2 buah cabe merah (iris)--1/2 tomat (iris)--2 buah asam sunti--1/2 sdt terasi udang (bakar sejenak)--1/2 sdt garam dapur (sesuai selera)------,"Petik kangkung lalu bilas hingga bersih. Begitu juga dengan udang, setelah udang dibersihkan, tambahkan jeruk purut dan sedikit garam.--Tumis semua bumbu yang sudah diiris halus, cabai rawit dan asam sunti, kemudian masukkan terasi ke dalam wajan tumis--Setelah bumbu setengah matang, masukkan udang dan tunggu hingga udang agak matang--Masukkan kangkung dan tunggu hingga kangkung layu. Tambahkan sedikit garam.--Siap disajikan. 😉--",11,/id/resep/3875159-tumis-kangkung-terasi-udang-%F0%9F%8D%A4
Sayur Asem Udang,Udang,1/4 kg udang segar--4 siung bawang putih (iris)--6 siung bawang merah (iris)--1 ruas jari kunyit (geprek)--1 ruas jari lengkuas (geprek)--20 biji cabe kecil--1 bh tomat--2 lbr daun jeruk--Air asam jawa--Bawang daun--Secukupnya garam--Secukupnya merica bubuk--Secukupnya bumbu penyedap--Sedikit gula--Air--,"Didihkan air ke dalam panci. Setelah mendidih masukkan irisan duo bawang, kunyit & lengkuas geprek, daun jeruk dan cabe kecil (biarkan utuh ya cabe'nya)--Setelah itu masukkan udang, air asam jawa, garam, merica bubuk, bumbu penyedap dan sedikit gula--Paling terakhir masukkan irisan tomat dan bawang daun--Masak hingga udang matang. Tes rasa kemudian dapat segera disajikan--",13,/id/resep/3871720-sayur-asem-udang
Tumis brokoli jamur udang with sauri saus tiram,Udang,1/4 udang basah--1 buah brokoli--1 ons jamur putih--2 siung bawang putih--2 siung bawang merah--2 buah cabai besar--1 scht sauri saus tiram--Secukupnya air--1 sdm blueband + garem--secukupnya minyak  buat numis--,Cuci udang lalu potong jadi 2 bagian.. rebus brokoli sebentar biar tdk keras--Geprek bawang putih dan iris bawang merah dan cabe merah lalu tumis..tnggu hngga harum--Lalu masukan udang dan cabe merah nya.tnggu udang hngga kemerahan..--Masukan brokoli yg sudah drebus lalu tnggu bbrpa menit masukan jamur lalu aduk2.ksih air sdikit--Masukan saori saus tiram + garam+ blueband..aduk2 sbntr angkat dan sajikan--,12,/id/resep/3871973-tumis-brokoli-jamur-udang-with-sauri-saus-tiram
Kebastadang (kelor baso tahu udang) kuah santan,Udang,segenggam daun kelor--1/4 kg udang segar--5 butir baso--4 buah tahu putih ukuran sedang--3 lbr daun salam--1 sct santan instan ukuran kecil(me: sun kara)--secukupnya air--secukupnya garam--secukupnya gula--secukupnya penyedap rasa--bumbu yang dihaluskan*--4 siung bawang merah--4 siung bawang putih--sesuai selera cabe rawit merah--3 butir kemiri--,"Pisahkan daun kelor dari batangnya. cuci bersih semua bahan--Goreng tahu terlebih dahulu.--Tumis bumbu yang sudah dihaluskan setelah tercium bau wangi (pastikan bumbu sudah tanak/matang sempuna, bisa diicip sudah tidak berasa kemiri mentah), masukkan daun salam, lalu tuang air secukupnya--Setelah mendidih masukkan tahu, baso, udang, dan daun kelor, bumbui sesuai selera, tes rasa, masak hingga udang berubah warna menjadi orange.--Angkat dan sajikan, resep simpel tapi lezat untuk keluarga tercinta. selamat mencoba,, moms..--",14,/id/resep/3870670-kebastadang-kelor-baso-tahu-udang-kuah-santan
Tumis Buncis wortel with udang,Udang,150 gr buncis iris serong--1 buah wortel potong korek api--10 ekor udang belah bagian atasnya--1 siung bawang putih iris--5 siung bawang merah iris--1 buah cabe merah iris serong--1/2 buah tomat potong2--1 sdm kecap manis--secukupnya Gula dan garam--,"Tumis bawang putih, masukkan bawang merah. Tumis hingga layu--Masukkan udang, aduk--Masukkan cabe merah iris, tomat dan wortel aduk2 dan diamkan sebentar--Masukkan buncis, kecap, gula dan garam tambahkan sedikit air kemudian tutup sampai air mendidih--Koreksi rasa, dan siap disajikan--",36,/id/resep/3870724-tumis-buncis-wortel-with-udang
Rolade Bakso Udang,Udang,1 bungkus bakso udang--2 butir telur (kuning nya saja)--2 sendok makan tepung terigu--5 sendok makan tepung roti--1/2 sendok teh garam--Olive oil (untuk menggoreng)--,"Rebus bakso udang dengan sedikit tambahan garam. (Tiriskan)--Kocok kuning telur dan tepung terigu secara bersamaan dan tambahkan sedikit garam.--Panas kan 1 sendok teh minyak olive oil dalam teflon, tuangkan adonan kuning telur + terigu, buat seperti telur dadar. (Buat sesuai kebutuhan dan tiriskan)--Masukan bakso udang yang sudah direbus ke dalam telor dadar, gulung hingga membentuk tabung silinder.--Celupkan rolade bakso udang yang sudah dibentuk kedalam kuning telur dan tepung roti.--Goreng Rolade Bakso udang yang sudah dilumuri tepung roti dalam api sedang dan minyak yg tidak terlalu banyak. (Sajikan 👍).--",9,/id/resep/3870385-rolade-bakso-udang
Tekwan udang,Udang,"10 ekor udang (ukuran sedang), bisa pakai udang jenis apa aja--200 gr Sagu (tapioka), atau sampai adonan bisa dibentuk--2 sdm gandum--1 butir telur (ambil putih nya saja)--3 siung bawang putih--1/2 sdm gula putih--secukupnya Garam--Secukupnya air dingin--","Kupas udang, sisihkan kepala nya. Kepala nya dipakai utk bahan kuah tekwan nya--Blender undang bersama dengan bawang putih, gula, garam, putih telur dan air. Blender hingga halus dan bahan tercampur rata--Tuang bahan yg sudah diblender ke mangkuk, masukkan sagu sampai adonan bisa dibentuk (tp tidak keras)--Panaskan air dalam panci, beri garam secukupnya dan minyak 1 sendok--Cubit2 adonan, bukan dibulatkan... natural bentuk Tekwan memang tidak beraturan krn cubitan. Masukkan satu persatu langsung ke air mendidih.--Angkat jika tekwan telah mengambang (tanda nya sudah matang)--Untuk kuah nya: bawang putih 5 siung, merica 1/2 sendok makan, bawang merah. Haluskan, tumis sampe harum. Tambahkan kepala udang, boleh dipenyetkan terlebih dahulu agar aroma dan warna nya keluar. Tambahkan bengkoang yg dipotong balok, daun bawang, daun sledri, bunga sedap malam dan jamur kuping. Taburkan bawang goreng.--Bisa tambahkan sohun jika suka. Sambalnya pake rawit yaaa.. blender halus. Kl pake rawit insyaAllah tdk merusak rasa dibandingkan dgn pake Cabe merah kriting.--Ketika Tekwan ikan sudah terlalu mainstream, tekwan udang menjadi alternatif pilihan bagi shrimp lover.--",54,/id/resep/3870087-tekwan-udang
Tofu jamur udang,Udang,1 buah tofu--5 ekor udang--1 buah jagung pipil--1 bks jamur--2 batang sawi--10 buah buncis--4 siung bawang putih cincang--1/2 buah bombay iris--1 sdm saus tiram--1/2 sdt minyak wijen--2 sdm tepung maizena--Garam--Lada--,"Siap kan semua bahan, potong dan cuci bersih. Untuk jamur rendam di air panas lalu tiris kan.--Potong2 tofu, balur dengan tepung maizena lalu goreng hingga kuning keemasan.--Tumis bawang putih dan Bombay hingga harum, masukan. Udang aduk hingga berubah warna, masukan. Jagung aduk2. Lalu masukan buncis aduk hingga buncis layu lalu tambahkan air se cukup nya.--Masukan minyak, wijen, lada, saos tiram dan garam. Koreksi rasa, masak hingga mendidih lalu masukan jamur aduk. Dan tambah kan larutan tepung maizena aduk rata.--Masukan sawi aduk dan masukan tofu aduk, angkat dan sajikan.--Note : sawi dan yogi masukan terakhir biar ga kematangan dan tofu nya ga hancur.--",12,/id/resep/3869311-tofu-jamur-udang
Balado udang pete ,Udang,"1/2 kg udang cuci buang kepla berikan perasan lemn biar tdk amis--5 pa""n pete belah jadi 2--Bahan ulekan--15 cabe merah kriting--10 cabe rawit--7 bawang putih--7 bawang merah--3 buah kemiri--1 buah tomat besar--Bahan tambahn--3 daun salam--1 ruas jari laos geprek ya--Gula--Masako--Minyak untuk menumis--Air sedikit aja biar bumbu meresap--",Panaskan minyak setelah panas masukan bumbu halus daun salam dan laos tumis sampe harum dan matang ya bumbunya--Klo sdh matang bumbunya masukan pete aduk biar merata klo ska pete matang bisa ditumis agak lma ya klo sdh masukan garam dn masako aduk smpe rata klo sdh masukan udang yg sdh di cuci dn di berikan perasan air lemon biar tdk amis--Aduk sampe merata ya biar udang dn pete tercampur merata masukan air sedikit aja dn biarkan berapa menit sambil di aduk klo sdh matang dn mendidih koreksi rasa klo sdh matang dn pas silakan angkat--Selamat mencoba ya--,22,/id/resep/3868993-balado-udang-pete-maknyooos
Udang pokchoy rebus sambal bawang ,Udang,5 ekor udang (sisakan ekor)--2 ikat pokchoy kecil--Secukupnya garam dan merica--✨Bahan sambal bawang:--3 siung bawang putih--2 buah cabe rawit--2 buah cabe keriting (kalo mau semuanya rawit jg bole)--1/2 sdt garam--,"Rendam udang dalam larutan garam dan merica. Rendam pokchoy dalam larutan garam agar bersih..--Blender bahan sambal bawang hingga agak halus (30 detik palingan)--Panaskan minyak sedikit kemudian tuangkan ke bumbu yg sudah diblender.--Rebus pokchoy dan udang hingga matang. Tambahkan garam secukupnya..--Tata dalam piring, siap disajikan!!! 😍--",10,/id/resep/3867406-udang-pokchoy-rebus-sambal-bawang-homemadebylita
Udang Goreng Asam Garam,Udang,1/4 kg Udang--1 ruas Asam--2 sdt Garam--Minyak--Air untuk merebus--,"Bersihkan udang--Rebus air--Masukkan udang, garam, serta asam--Koreksi rasa--Rebus udang sampai air sat--Tiriskan udang--Goreng udang--",8,/id/resep/3866244-udang-goreng-asam-garam
Bakwan jagung mix udang,Udang,"2 bh jagung manis--1 ons udang kecil yg sudah di kupas kulitnya--1 bh wortel--1 ons kol--3 bh daun bawang prei--1/4 tepung--Air sekucupnya--Bumbu halus bakwan--5 siung bawang merah--1 siung bawang putih--2 siung kemiri--Garam seckupnya--1/2 sendok teh Gula--secukupnya Kunyit bubuk--Cuci beberapa bumbu, kemudian ulek semua bumbu jadi halus--","Cuci bersih semua bahan. Kemudian serut semua jagung. Potong kecil-kecil wortel,kol,daun bawang prei--Msukan semua bahan jadi satu (jagung, udang, kol, wortel dan bawang prei). Dan masukan semua bumbu halus--Masukkan air secukupnya. Aduk hingga merata dengan bumbu--Kemudian masukkan tepung dan aduk hingga merata.--Kemudian panaskan wajan yang di isi dengan minyak goreng.--Kemudian goreng adonan sampai matang. Hingga adonan habis tergoreng--Kemudian sajikan di atas piring dengan cantik--Ohh iya yang terakhir jangan lupa bikin sambel untuk cocolan bakwan. Biar tambah mantep.--Selamat mencoba bunda😄😄😄--",8,/id/resep/3865235-bakwan-jagung-mix-udang
Udang butterfly,Udang,1 kg udang sungai isi 30--adonan tepung--8 sdm tepung terigu--2 sdm tepung maizena--1 sdt bawang putih bubuk--secukupnya lada--secukupnya ketumbar--secukupnya garam--,"Buang kepala udang, lalu belah punggungnya hingga melebar--Ambil adonan tepungnya 1/3 lalu tambahkan air, dibuat jangan terlalu kental--Masukan udang ke adonan kering, lalu celupkan ke adonan basah, lalu masukan lagi ke adonan kering--Masukan udang yg sudah bebalurkan tepung ke kulkas selama 30menit--Goreng udang dengan metode deep fry dengan minyak yg banyak--",8,/id/resep/3865219-udang-butterfly
Sate udang ekstra pedas,Udang,1/4 kg Udang--1 batang sere digeprek--2 buah Daun jeruk buang tulang.a--1 bungkus kecil Santen kara--1/2 Daun pandan--Bumbu halus :--5 Bawang merah--3 Bawang putih--1 ruas jari Kunyit--1 butir Kemiri--60 buah Cabe rawit--,"Siap kan bahan2--Udang di bersihkan dan di tusuk2--Blender bumbu halus, sere, daun jeruk n daun pandan lalu tumis smpai harum, lalu masukkan santan--Setelah mendidih masukkan udang, msak sampai meresap--Panggang di atas teplon--",12,/id/resep/3864509-sate-udang-ekstra-pedas
Kekian ayam udang,Udang,250 gr ayam cincang--250 gr udang kupas cincang--5 siung bawang putih--1 sdm saus tiram--2 sdt minyak wijen--1 sdt kecap ikan--1 buah telur--1 btg daun bw--Kembang tahu--secukupnya Garam--75 gr Tepung tapioka--,Aduk semua bahan hingga rata--Rendam kembang tahu dalam air panas--Gunting kembang tahu sesuai kebutuhan besarnya--Gulung adonan di dalam kembang tahu--Kukus kurleb 20 menit--Bisa langsung dimakan atau digoreng terlebih dahulu--,12,/id/resep/3767739-kekian-ayam-udang
Tumis kangkung bakso udang,Udang,3 ikat kangkung--8 bh bakso--8 ekor udang besar--5 siung Bawang merah--3 siung bawang putih--1 bh cabe merah--1 ruas lengkuas--garam--gula--royco--,"Petiki kangkung,pilih yg muda saja.cuci tiriskan--Iris bawang merah,putih,cabe merah dan geprek lengkuas--Iris2 bakso,bersihkan udang.buang kepala dan kulit cuci--Panaskan minyak goreng,tumis bumbu iris.masukkan semua bumbu dan lengkuas--Jika sdh harum masukkan udang dan bakso--Jika udang sdh berubah warna,masukkan kangkung--Tunggu sampai layu,tambahkan garam,lada,gula,royco(optional ya)--Koreksi rasa.jika sdh pas siap dihidangkan--",11,/id/resep/3863880-tumis-kangkung-bakso-udang
Tim Udang Sungai / Gala,Udang,"3 ekor udang sungai ukuran medium--5 cm jahe, diiris memanjang lalu d tumis--5 bh cabe merah, iris menyamping--4 siung bawang putih, diiris, lalu d tumis--secukupnya daun bawang--secukupnya garam,merica,kaldu jamur,saus tiram--1 sdm minyak wijen (optional)--1/2-1 sdm arak masak (optional)--1 bh tomat merah kecil, di potong menjadi bbrp bagian--1 btr telur ayam--","Bersihkan udang, buang kotoran, lalu gunting bagian tengahnya sampai ke ekor tp tidak putus...--Susun bbrp irisan tomat di atas piring, lalu susun udang di lapisan berikutnya, disusul dengan tomat lagi, irisan jahe dan bawang putih yg sudah di tumis--Lalu masukan telur, garam,merica,kaldu jamur,saus tiram di bagian plg atas (saya ga ksh air ya di tim udangnya, ntr kuah timnya bs ad sendiri pas dikukusan)--Letakkan di panci kukusan dan tgu slm kurleb 15-20 menit--Siap disantap, rasanya enak banget..--",12,/id/resep/3861766-tim-udang-sungai-gala
